iter	Passed	Remaining
0	11	222
1	20	185
2	29	166
3	36	146
4	44	134
5	56	132
6	62	116
7	70	106
8	78	96
9	86	86
10	92	75
11	100	66
12	105	57
13	113	48
14	119	39
15	125	31
16	133	23
17	142	15
18	149	7
19	157	0
