iter	Logloss
0	0.684066253
1	0.6754650355
2	0.6665744784
3	0.656672044
4	0.6482329839
5	0.6395164805
6	0.6310952367
7	0.6246464353
8	0.6173631487
9	0.6091151543
10	0.6019584334
11	0.5952783597
12	0.5882495721
13	0.5810650987
14	0.5739924534
15	0.5670422565
16	0.5601811284
17	0.5536996656
18	0.5474776425
19	0.5416712277
20	0.5358297816
21	0.530369105
22	0.5245601865
23	0.5189369902
24	0.5129111014
25	0.5076371527
26	0.5025032828
27	0.4970184057
28	0.4920300244
29	0.4863741894
30	0.4811687201
31	0.4755866526
32	0.4703256725
33	0.4657522641
34	0.4610539677
35	0.4572425256
36	0.4539773398
37	0.4496639472
38	0.4456671985
39	0.4412883796
40	0.437127619
41	0.4322552139
42	0.4281970239
43	0.4231876963
44	0.4193267198
45	0.4149965783
46	0.4106803553
47	0.4064770791
48	0.4026227865
49	0.3976448033
50	0.3940964264
51	0.3905296121
52	0.3871164539
53	0.3830992046
54	0.3793309632
55	0.3760056753
56	0.3724491166
57	0.3688408342
58	0.3651794815
59	0.3622726141
60	0.3583827972
61	0.3553231522
62	0.3522272948
63	0.3495791049
64	0.3461341482
65	0.344874272
66	0.3420880427
67	0.3390707531
68	0.3364038197
69	0.3339506512
70	0.3309859296
71	0.3285456424
72	0.3245643397
73	0.3213018418
74	0.3182379665
75	0.315355693
76	0.3129061994
77	0.3104338569
78	0.3080348811
79	0.3060621776
80	0.3034377732
81	0.3006026031
82	0.2984566772
83	0.2958228263
84	0.2930451886
85	0.2900660937
86	0.2880589109
87	0.2860587783
88	0.2838128784
89	0.2818446118
90	0.2791265362
91	0.2773282948
92	0.2756609568
93	0.2732713304
94	0.2715887552
95	0.2693202719
96	0.2672662681
97	0.2650202319
98	0.2629746231
99	0.2610626915
100	0.2597902377
101	0.2579824434
102	0.2558840621
103	0.2535393718
104	0.2520101192
105	0.2504481087
106	0.2491679017
107	0.2474911223
108	0.2462891369
109	0.2448452306
110	0.2431438351
111	0.2416451049
112	0.2401914473
113	0.2385494165
114	0.236290839
115	0.2344809868
116	0.2329985677
117	0.2306761644
118	0.2291477922
119	0.227261181
120	0.2258434216
121	0.2242598822
122	0.2226213896
123	0.2211663152
124	0.2199705915
125	0.2189213232
126	0.2176223698
127	0.2163217036
128	0.2146670216
129	0.213171095
130	0.2117210379
131	0.2102853955
132	0.2090639167
133	0.2080546238
134	0.2064786219
135	0.2051448917
136	0.2034774557
137	0.2023755203
138	0.2006771556
139	0.1995286675
140	0.1986001592
141	0.1979980768
142	0.1967059184
143	0.1953793716
144	0.1940242991
145	0.1929249952
146	0.1917643739
147	0.190737673
148	0.1893104588
149	0.1882428325
150	0.1869617488
151	0.1859528781
152	0.1846673027
153	0.1837949
154	0.1825010122
155	0.1813864645
156	0.1805085087
157	0.1793006478
158	0.1784794708
159	0.1775150822
160	0.1765355849
161	0.1753811369
162	0.1743903317
163	0.173424835
164	0.1723999824
165	0.1714247861
166	0.1704218677
167	0.1696833778
168	0.1687244714
169	0.1676921072
170	0.1666669187
171	0.1659539645
172	0.1648805624
173	0.1640172537
174	0.1634097955
175	0.1624905681
176	0.1617882693
177	0.1610353623
178	0.1602341239
179	0.1594213182
180	0.158668545
181	0.1578296224
182	0.1567684015
183	0.1559478293
184	0.1551625915
185	0.1543551993
186	0.1535315244
187	0.1527748341
188	0.1518323797
189	0.1510970814
190	0.1502056078
191	0.1495217012
192	0.1487132743
193	0.1480454785
194	0.1471315038
195	0.146301217
196	0.1454574018
197	0.1446216276
198	0.1439886487
199	0.1432992502
200	0.1424631435
201	0.141902399
202	0.1414063642
203	0.1406966363
204	0.1400833482
205	0.1394332356
206	0.1389718619
207	0.1384720185
208	0.1378759522
209	0.1371470933
210	0.1365459205
211	0.1360240912
212	0.1355742401
213	0.1349545495
214	0.1343667345
215	0.1337846944
216	0.1332747997
217	0.13267963
218	0.1322043051
219	0.1317231021
220	0.1309979043
221	0.1303656612
222	0.1298864104
223	0.1292474008
224	0.1284171478
225	0.127733727
226	0.1271504718
227	0.1266160838
228	0.1259401802
229	0.125310096
230	0.1247917371
231	0.1241629338
232	0.1236051518
233	0.1232023582
234	0.1225834577
235	0.1219604926
236	0.1213554285
237	0.1208602462
238	0.1203827146
239	0.1197651539
240	0.1193757996
241	0.1189211299
242	0.1183449253
243	0.1180949275
244	0.1177293217
245	0.1173292397
246	0.1168184618
247	0.1163162914
248	0.1158715494
249	0.1153850428
250	0.1149713553
251	0.1145557162
252	0.114100301
253	0.1136393589
254	0.1131436139
255	0.1126510358
256	0.1122187469
257	0.1117782279
258	0.1112804805
259	0.1108079028
260	0.1102679696
261	0.109831173
262	0.1095874233
263	0.1091566101
264	0.1086259545
265	0.1081612126
266	0.1076792195
267	0.1072143147
268	0.1069308894
269	0.1064711781
270	0.105998197
271	0.1056667432
272	0.1052881546
273	0.1048432152
274	0.1044849555
275	0.1039768781
276	0.103478655
277	0.1031349294
278	0.1027092791
279	0.1023289791
280	0.101937683
281	0.1014500304
282	0.1009978626
283	0.1005644233
284	0.1001749107
285	0.09980931598
286	0.09940601535
287	0.09903677038
288	0.09861801845
289	0.09819886509
290	0.0979506807
291	0.09759855954
292	0.09727292351
293	0.09686901857
294	0.096534251
295	0.09612984918
296	0.09584514825
297	0.09544937444
298	0.09504246549
299	0.09469563617
300	0.09430578492
301	0.09391216393
302	0.09367779562
303	0.09334660696
304	0.09304572773
305	0.09272464438
306	0.09244910466
307	0.0921979018
308	0.0918066822
309	0.09131076345
310	0.09092154042
311	0.09054939369
312	0.09022504405
313	0.08991205427
314	0.0895675127
315	0.0891448819
316	0.08889292215
317	0.08857172425
318	0.08830137434
319	0.08802149333
320	0.08760931019
321	0.08729412169
322	0.08703939168
323	0.08674086191
324	0.08644545521
325	0.08601238742
326	0.08568547004
327	0.08535334036
328	0.08504087729
329	0.08475445593
330	0.08451384092
331	0.08419562681
332	0.08385013889
333	0.08362276649
334	0.08330629004
335	0.08302226402
336	0.08274180095
337	0.08242791757
338	0.08210978676
339	0.08186351105
340	0.08152066139
341	0.08132502954
342	0.08108324832
343	0.08077158388
344	0.08046280886
345	0.0802173676
346	0.07993446199
347	0.07966793892
348	0.07938549329
349	0.07917455653
350	0.07879693825
351	0.07850271402
352	0.07823945614
353	0.07793094897
354	0.07772391111
355	0.07750735697
356	0.07726524306
357	0.07704003355
358	0.07673491356
359	0.07644404582
360	0.07628056266
361	0.07606049975
362	0.07589533806
363	0.07561757219
364	0.07534812458
365	0.07516419776
366	0.0748827917
367	0.07464404028
368	0.07442364701
369	0.07409873626
370	0.07389875371
371	0.07361743524
372	0.07329623034
373	0.07312370073
374	0.07305238273
375	0.07285383417
376	0.07265555631
377	0.07232504668
378	0.07214148406
379	0.07198725712
380	0.07180068121
381	0.07159656979
382	0.07131921229
383	0.07107192633
384	0.07076985221
385	0.07057590804
386	0.07032807732
387	0.07006195042
388	0.06985573254
389	0.06969337494
390	0.0695557744
391	0.06923734062
392	0.06904532945
393	0.06886686719
394	0.06858219582
395	0.0684304143
396	0.06829088302
397	0.06812377818
398	0.06790640744
399	0.06768934075
400	0.06743815554
401	0.06723028275
402	0.06698597052
403	0.06685567664
404	0.06663206258
405	0.06653314155
406	0.06633057472
407	0.06621708866
408	0.06606219798
409	0.06581728863
410	0.06565060354
411	0.06551764267
412	0.06532109528
413	0.06511381307
414	0.06490639222
415	0.0647081091
416	0.06461001896
417	0.06440070002
418	0.06418220342
419	0.06399469681
420	0.06377312522
421	0.06358836229
422	0.06335745418
423	0.06317720359
424	0.0629833093
425	0.06276207705
426	0.06250942801
427	0.06225476025
428	0.06210242303
429	0.06189409082
430	0.06175591628
431	0.06160687834
432	0.06142047726
433	0.06127797511
434	0.06105965436
435	0.06090207912
436	0.06081165159
437	0.06069039215
438	0.0604903402
439	0.06034731957
440	0.0601509653
441	0.05995564822
442	0.05979673649
443	0.05963129081
444	0.05944554597
445	0.05929371454
446	0.05912667989
447	0.05895778285
448	0.05880317612
449	0.05862627685
450	0.05844256589
451	0.05825031655
452	0.05808834657
453	0.05786622258
454	0.05768309313
455	0.05756219778
456	0.05742945901
457	0.05728630019
458	0.05712678961
459	0.05697446889
460	0.05678784608
461	0.05655481762
