iter	Logloss
0	0.6603551497
1	0.6525822283
2	0.6328181309
3	0.6199370947
4	0.5983326762
5	0.574232916
6	0.5521090433
7	0.5329392228
8	0.514784308
9	0.505874357
10	0.4901780911
11	0.4827754376
12	0.4673008495
13	0.4621855237
14	0.4568235646
15	0.4511164522
16	0.4475665976
17	0.4376555113
18	0.4307410621
19	0.4193638296
20	0.4096937993
21	0.401328436
22	0.3915008081
23	0.3888232246
24	0.3799208678
25	0.3711530849
26	0.3624276252
27	0.3594616293
28	0.351172204
29	0.3428971794
30	0.3365040628
31	0.3291650435
32	0.3271977437
33	0.3226786828
34	0.3173703109
35	0.3101809647
36	0.3091670645
37	0.3043215349
38	0.2978912441
39	0.2927531445
40	0.287319847
41	0.2847336769
42	0.2791937164
43	0.2760018139
44	0.2709906324
45	0.2665515218
46	0.2664403249
47	0.261156638
48	0.2565247341
49	0.2533029922
50	0.2487688577
51	0.2454248711
52	0.2449264422
53	0.2412160877
54	0.2406654548
55	0.2381234383
56	0.2352517089
57	0.2323629052
58	0.2291930155
59	0.2254009466
60	0.2251793167
61	0.2215184315
62	0.217945811
63	0.2148647528
64	0.2122446209
65	0.2096587932
66	0.2069853092
67	0.2040448457
68	0.2012518033
69	0.1988926571
70	0.1956644965
71	0.1932327152
72	0.1905849499
73	0.1883661599
74	0.1861394319
75	0.1859294185
76	0.1835405727
77	0.1813516572
78	0.1786178458
79	0.176626748
80	0.1742016855
81	0.1721398995
82	0.1700917788
83	0.1675340591
84	0.1659773603
85	0.1658783875
86	0.1655116868
87	0.1636957952
88	0.162272235
89	0.1605999978
90	0.1587882036
91	0.156248569
92	0.1550078312
93	0.1530276203
94	0.1527160741
95	0.1509374566
96	0.1506945524
97	0.149036668
98	0.1472568267
99	0.1450932076
100	0.1431606468
101	0.1412478431
102	0.1398287575
103	0.138607247
104	0.1375575056
105	0.1363281265
106	0.1344234282
107	0.1326776727
108	0.131052428
109	0.130299669
110	0.129012302
111	0.128262663
112	0.1281132404
113	0.1280172281
114	0.1268047973
115	0.1250250094
116	0.1235432503
117	0.1234984144
118	0.1234392381
119	0.1215933126
120	0.1204238473
121	0.1191833584
122	0.1191573759
123	0.1179412757
124	0.1178253877
125	0.1165912803
126	0.1153833608
127	0.1142033082
128	0.1132403652
129	0.1120991905
130	0.1109180412
131	0.1096516258
132	0.1089331911
133	0.1088990709
134	0.108038098
135	0.1066827919
136	0.1057776069
137	0.1046162606
138	0.1034912238
139	0.1023863537
140	0.1023151402
141	0.1013773078
142	0.1006344423
143	0.1000238597
144	0.09918083647
145	0.09838163503
146	0.09751015543
147	0.0974666924
148	0.09667209865
149	0.0956661913
150	0.0955683948
151	0.09491737707
152	0.09402126565
153	0.09308028534
154	0.0924845704
155	0.09176577238
156	0.09166872378
157	0.09108073513
158	0.09105043931
159	0.09026103829
160	0.08970127138
161	0.08875052493
162	0.08804865484
163	0.08726501084
164	0.086477232
165	0.08557593651
166	0.08486666387
167	0.08410719574
168	0.08360494248
169	0.08300699538
170	0.08237835901
171	0.08175481384
172	0.08108555884
173	0.08052569679
174	0.07989272649
175	0.07942956544
176	0.07886560144
177	0.07825935744
178	0.07758138756
179	0.07706974251
180	0.07644408379
181	0.07577832533
182	0.07573724846
183	0.07511090479
184	0.0745325474
185	0.07388032138
186	0.07333777685
187	0.0726719588
188	0.07204895136
189	0.07161150707
190	0.0710473547
191	0.07044533677
192	0.06986982133
193	0.06944141027
194	0.06891650047
195	0.06887511504
196	0.06832518739
197	0.0678482867
198	0.0674888941
199	0.06717737777
200	0.06669383448
201	0.06609934022
202	0.06571376463
203	0.06516316052
204	0.06478202993
205	0.0644487846
206	0.06441549534
207	0.06403833037
208	0.06367225266
209	0.06320576607
210	0.06282971244
211	0.06238288058
212	0.06199783897
213	0.06159102633
214	0.06128030999
215	0.06095125354
216	0.06055009849
217	0.0602719854
218	0.06000236012
219	0.05962526042
220	0.05927736527
221	0.05885797732
222	0.05850461571
223	0.058232572
224	0.05796035909
225	0.05764695014
226	0.05734516365
227	0.05696393955
228	0.05657531295
229	0.05629739709
230	0.05603315541
231	0.05579146018
232	0.05545051005
233	0.05517000359
234	0.0549515795
235	0.05474068064
236	0.05444940283
237	0.05417434285
238	0.0539249256
239	0.05361546498
240	0.05333071825
241	0.05303172302
242	0.05287127128
243	0.05258342876
244	0.05231434057
245	0.05208013721
246	0.05187234536
247	0.05158967811
248	0.05132848602
249	0.05114811182
250	0.05094643418
251	0.05078484412
252	0.05057014999
253	0.05035509358
254	0.05012564201
255	0.04990283114
256	0.04968377739
257	0.04951065492
258	0.04928955398
259	0.04908728979
260	0.04875612624
261	0.04855292544
262	0.04824338634
263	0.04804722693
264	0.04790030513
265	0.04773476185
266	0.04755355545
267	0.04730451629
268	0.04707086254
269	0.04693133867
270	0.04682192163
271	0.04646774408
272	0.04635663276
273	0.04619973302
274	0.04589382579
275	0.04574692699
276	0.04545567423
277	0.04521819406
278	0.04502457401
279	0.04484053105
280	0.04466083049
281	0.04454639095
282	0.04426088961
283	0.0440989241
284	0.04391343133
285	0.04371241552
286	0.04359349683
287	0.04338154441
288	0.0431522768
289	0.0430201649
290	0.04283620381
291	0.04265398042
292	0.04246286881
293	0.04230538209
