iter	Passed	Remaining
157	53002	114726
158	53005	113678
159	53420	113519
160	53843	113371
161	54270	113230
162	54707	113106
163	55151	112992
164	55569	112823
165	56016	112707
166	56436	112535
167	56869	112384
168	57299	112225
169	57727	112059
170	58157	111892
171	58580	111711
172	59000	111521
173	59444	111373
174	59873	111193
175	60300	111007
176	60747	110856
177	61182	110679
178	61605	110476
179	62035	110285
180	62457	110077
181	62880	109868
182	62885	108933
183	63305	108720
184	63728	108511
185	64150	108297
186	64575	108085
187	65001	107874
188	65430	107666
189	65852	107443
190	66277	107223
191	66692	106985
192	67117	106761
193	67548	106545
194	67963	106301
195	67968	105420
196	68380	105174
197	68809	104951
198	69257	104756
199	69695	104543
200	70117	104304
201	70534	104055
202	70953	103809
203	71398	103597
204	71817	103346
205	72244	103105
206	72247	102262
207	72690	102046
208	73126	101817
209	73546	101564
210	73979	101326
211	74407	101081
212	74824	100819
213	75245	100561
214	75672	100309
215	76105	100065
216	76549	99831
217	76965	99561
218	77395	99307
219	77820	99044
220	78255	98792
221	78664	98507
222	79086	98237
223	79508	97966
224	79934	97697
225	80375	97446
226	80796	97168
227	81222	96897
228	81646	96620
229	82070	96344
230	82501	96073
231	82921	95788
232	83364	95528
233	83787	95245
234	84197	94946
235	84633	94675
236	85057	94389
237	85488	94109
238	85902	93810
239	86318	93511
240	86735	93213
241	87177	92941
242	87597	92644
243	88034	92364
244	88449	92059
245	88880	91770
246	89321	91491
247	89740	91188
248	90164	90888
249	90599	90599
250	91023	90298
251	91458	90006
252	91879	89700
253	92301	89394
254	92726	89089
255	93161	88794
256	93582	88484
257	94013	88183
258	94444	87880
259	94866	87569
260	95310	87276
261	95728	86959
262	96144	86639
263	96566	86324
264	96985	86005
265	97427	85707
266	97845	85385
267	98297	85093
268	98712	84768
269	99146	84457
270	99560	84130
271	99980	83807
272	100420	83499
273	100829	83166
274	101255	82845
275	101684	82526
276	102105	82200
277	102526	81873
278	102966	81561
279	103390	81235
280	103816	80910
281	104237	80580
282	104659	80251
283	105078	79918
284	105501	79588
285	105929	79262
286	106348	78927
287	106769	78594
288	107196	78264
289	107621	77933
290	108080	77625
291	108525	77305
292	108935	76960
293	109362	76627
294	109797	76299
295	110214	75958
296	110646	75627
297	111072	75290
298	111517	74966
299	111930	74620
300	112344	74274
301	112773	73937
302	113204	73601
303	113624	73258
304	114044	72913
305	114461	72567
306	114881	72222
307	115310	71881
308	115732	71536
309	116155	71192
310	116567	70840
311	116991	70495
312	117415	70149
313	117833	69799
314	118263	69456
315	118682	69106
316	119106	68758
317	119538	68414
318	119958	68064
319	120385	67716
320	120809	67367
321	121236	67018
322	121679	66678
323	122091	66321
324	122518	65971
325	122940	65618
326	123361	65264
327	123807	64923
328	124219	64563
329	124646	64211
330	125071	63858
331	125515	63513
332	125939	63158
333	126361	62802
334	126812	62459
335	127244	62107
336	127667	61750
337	128090	61392
338	128509	61032
339	128926	60671
340	129355	60315
341	129802	59967
342	130217	59604
343	130643	59245
344	131090	58895
345	131515	58535
346	131949	58179
347	132367	57815
348	132787	57452
349	133213	57091
350	133645	56732
351	134072	56371
352	134492	56006
353	134914	55642
354	135339	55279
355	135764	54915
356	136196	54555
357	136615	54188
358	137044	53825
359	137476	53463
360	137900	53097
361	138332	52734
362	138760	52369
363	139181	52001
364	139599	51632
365	140020	51264
366	140440	50895
367	140883	50534
368	141310	50167
369	141731	49797
370	142164	49431
371	142582	49060
372	143001	48689
373	143430	48321
374	143851	47950
375	144268	47577
376	144688	47206
377	145115	46836
378	145540	46465
379	145954	46090
380	146371	45717
381	146796	45345
382	147228	44975
383	147657	44604
384	148077	44230
385	148500	43857
386	148929	43485
387	149360	43114
388	149782	42740
389	150198	42363
390	150614	41987
391	151042	41613
392	151459	41236
393	151880	40861
394	152315	40489
395	152766	40120
396	153195	39746
397	153637	39374
398	154071	39000
399	154498	38624
400	154951	38254
401	155386	37880
402	155804	37501
403	156233	37124
404	156667	36749
405	157091	36370
406	157531	35996
407	157950	35616
408	158370	35236
409	158788	34855
410	159223	34478
411	159664	34103
412	160075	33720
413	160503	33341
414	160945	32964
415	161380	32586
416	161801	32205
417	162235	31826
418	162647	31442
419	163074	31061
420	163503	30681
421	163937	30301
422	164356	29918
423	164783	29536
424	165208	29154
425	165645	28774
426	166071	28391
427	166492	28008
428	166918	27625
429	167358	27244
430	167778	26860
431	168253	26484
432	168674	26099
433	169115	25718
434	169533	25332
435	169959	24948
436	170390	24564
437	170810	24178
438	171240	23794
439	171658	23408
440	172092	23023
441	172520	22638
442	172948	22252
443	173376	21867
444	173797	21480
445	174220	21093
446	174641	20706
447	175069	20320
448	175499	19934
449	175931	19547
450	176364	19161
451	176807	18776
452	177236	18388
453	177689	18003
454	178113	17615
455	178553	17228
456	178974	16840
457	179397	16451
458	179823	16062
459	180253	15674
460	180682	15285
461	181106	14896
462	181533	14506
463	181955	14117
464	182383	13727
465	182803	13337
466	183230	12947
467	183665	12558
468	184091	12168
469	184528	11778
470	184946	11387
471	185376	10996
472	185802	10606
473	186231	10215
474	186660	9824
475	187084	9432
476	187505	9041
477	187934	8649
478	188366	8258
479	188810	7867
480	189248	7475
481	189674	7083
482	190111	6691
483	190531	6298
484	190952	5905
485	191389	5513
486	191809	5120
487	192234	4727
488	192682	4334
489	193105	3940
490	193529	3547
491	193950	3153
492	194378	2759
493	194796	2365
494	195240	1972
495	195662	1577
496	196094	1183
497	196506	789
498	196929	394
499	197356	0
