iter	Passed	Remaining
547	7195	5935
548	7207	5920
549	7219	5906
550	7233	5894
551	7245	5880
552	7257	5866
553	7269	5852
554	7282	5839
555	7297	5827
556	7312	5816
557	7325	5803
558	7339	5790
559	7354	5778
560	7367	5765
561	7380	5752
562	7395	5740
563	7411	5729
564	7425	5716
565	7437	5703
566	7452	5691
567	7463	5676
568	7475	5662
569	7488	5648
570	7500	5635
571	7512	5621
572	7523	5606
573	7536	5593
574	7549	5580
575	7563	5567
576	7578	5555
577	7592	5543
578	7604	5529
579	7616	5515
580	7628	5501
581	7643	5489
582	7655	5475
583	7667	5461
584	7679	5447
585	7690	5433
586	7703	5419
587	7715	5406
588	7727	5392
589	7739	5378
590	7754	5366
591	7766	5352
592	7781	5340
593	7795	5328
594	7809	5315
595	7821	5301
596	7833	5287
597	7846	5274
598	7859	5261
599	7876	5250
600	7889	5238
601	7902	5224
602	7915	5211
603	7928	5197
604	7941	5185
605	7954	5171
606	7966	5158
607	7979	5144
608	7991	5130
609	8004	5117
610	8015	5103
611	8028	5089
612	8041	5077
613	8055	5064
614	8071	5053
615	8086	5041
616	8103	5029
617	8116	5016
618	8131	5005
619	8145	4992
620	8158	4978
621	8175	4968
622	8191	4956
623	8207	4945
624	8224	4934
625	8238	4922
626	8255	4911
627	8268	4898
628	8281	4884
629	8293	4870
630	8307	4858
631	8325	4847
632	8337	4834
633	8352	4821
634	8367	4809
635	8382	4797
636	8400	4786
637	8414	4774
638	8427	4760
639	8442	4748
640	8457	4736
641	8471	4723
642	8484	4710
643	8499	4698
644	8511	4684
645	8523	4670
646	8537	4657
647	8550	4644
648	8564	4631
649	8577	4618
650	8591	4606
651	8606	4593
652	8618	4580
653	8632	4567
654	8647	4554
655	8660	4541
656	8672	4527
657	8688	4515
658	8701	4502
659	8714	4489
660	8729	4477
661	8742	4463
662	8759	4452
663	8771	4438
664	8783	4424
665	8796	4411
666	8812	4399
667	8825	4386
668	8841	4374
669	8854	4361
670	8867	4347
671	8879	4334
672	8893	4320
673	8907	4308
674	8919	4294
675	8933	4281
676	8945	4267
677	8958	4254
678	8970	4241
679	8985	4228
680	8999	4215
681	9014	4203
682	9027	4189
683	9039	4176
684	9052	4163
685	9065	4149
686	9077	4135
687	9090	4122
688	9104	4109
689	9120	4097
690	9133	4084
691	9148	4071
692	9161	4058
693	9178	4046
694	9190	4033
695	9202	4019
696	9215	4006
697	9227	3992
698	9241	3979
699	9259	3968
700	9274	3955
701	9288	3943
702	9300	3929
703	9311	3915
704	9324	3901
705	9336	3887
706	9349	3874
707	9360	3860
708	9377	3848
709	9394	3837
710	9412	3826
711	9425	3812
712	9437	3798
713	9450	3785
714	9462	3771
715	9477	3759
716	9489	3745
717	9503	3732
718	9515	3718
719	9527	3705
720	9539	3691
721	9553	3678
722	9565	3664
723	9578	3651
724	9594	3639
725	9607	3625
726	9620	3612
727	9632	3598
728	9646	3585
729	9660	3572
730	9674	3560
731	9687	3546
732	9699	3532
733	9711	3519
734	9723	3505
735	9736	3492
736	9750	3479
737	9763	3466
738	9777	3453
739	9793	3440
740	9806	3427
741	9819	3414
742	9833	3401
743	9845	3387
744	9859	3374
745	9871	3361
746	9884	3347
747	9896	3333
748	9908	3320
749	9923	3307
750	9938	3295
751	9948	3280
752	9961	3267
753	9972	3253
754	9987	3240
755	9999	3227
756	10011	3213
757	10023	3200
758	10035	3186
759	10048	3173
760	10060	3159
761	10072	3145
762	10083	3132
763	10096	3118
764	10108	3105
765	10120	3091
766	10132	3078
767	10144	3064
768	10159	3051
769	10170	3037
770	10183	3024
771	10197	3011
772	10210	2998
773	10225	2985
774	10236	2971
775	10248	2958
776	10260	2944
777	10272	2931
778	10284	2917
779	10296	2904
780	10310	2891
781	10325	2878
782	10336	2864
783	10349	2851
784	10361	2837
785	10377	2825
786	10391	2812
787	10405	2799
788	10418	2786
789	10430	2772
790	10444	2759
791	10458	2746
792	10471	2733
793	10484	2720
794	10501	2707
795	10517	2695
796	10533	2682
797	10546	2669
798	10563	2657
799	10575	2643
800	10595	2632
801	10613	2620
802	10629	2607
803	10643	2594
804	10655	2581
805	10669	2568
806	10684	2555
807	10697	2541
808	10710	2528
809	10722	2515
810	10736	2502
811	10750	2489
812	10763	2475
813	10781	2463
814	10795	2450
815	10809	2437
816	10825	2424
817	10838	2411
818	10851	2398
819	10863	2384
820	10876	2371
821	10889	2358
822	10902	2344
823	10914	2331
824	10926	2317
825	10939	2304
826	10952	2291
827	10965	2277
828	10980	2264
829	10992	2251
830	11007	2238
831	11021	2225
832	11035	2212
833	11048	2199
834	11060	2185
835	11073	2172
836	11088	2159
837	11102	2146
838	11116	2133
839	11129	2119
840	11143	2106
841	11158	2093
842	11170	2080
843	11185	2067
844	11198	2054
845	11212	2040
846	11225	2027
847	11237	2014
848	11250	2000
849	11261	1987
850	11274	1973
851	11286	1960
852	11298	1947
853	11310	1933
854	11322	1920
855	11334	1906
856	11350	1893
857	11367	1881
858	11381	1868
859	11396	1855
860	11408	1841
861	11421	1828
862	11433	1815
863	11446	1801
864	11459	1788
865	11471	1775
866	11484	1761
867	11499	1748
868	11511	1735
869	11525	1722
870	11537	1708
871	11550	1695
872	11564	1682
873	11578	1669
874	11592	1656
875	11605	1642
876	11617	1629
877	11632	1616
878	11643	1602
879	11656	1589
880	11668	1576
881	11681	1562
882	11693	1549
883	11706	1536
884	11717	1522
885	11731	1509
886	11745	1496
887	11759	1483
888	11772	1469
889	11787	1456
890	11800	1443
891	11816	1430
892	11830	1417
893	11844	1404
894	11856	1390
895	11869	1377
896	11884	1364
897	11898	1351
898	11913	1338
899	11926	1325
900	11939	1311
901	11953	1298
902	11965	1285
903	11977	1271
904	11989	1258
905	12001	1245
906	12014	1231
907	12026	1218
908	12038	1205
909	12050	1191
910	12062	1178
911	12075	1165
912	12087	1151
913	12099	1138
914	12112	1125
915	12124	1111
916	12135	1098
917	12147	1085
918	12161	1071
919	12172	1058
920	12184	1045
921	12196	1031
922	12211	1018
923	12223	1005
924	12235	992
925	12247	978
926	12260	965
927	12274	952
928	12287	939
929	12299	925
930	12311	912
931	12323	899
932	12334	885
933	12348	872
934	12366	859
935	12379	846
936	12391	833
937	12404	819
938	12417	806
939	12432	793
940	12444	780
941	12456	766
942	12469	753
943	12482	740
944	12494	727
945	12505	713
946	12517	700
947	12532	687
948	12547	674
949	12559	661
950	12571	647
951	12584	634
952	12599	621
953	12610	608
954	12623	594
955	12635	581
956	12648	568
957	12662	555
958	12672	541
959	12687	528
960	12699	515
961	12712	502
962	12724	488
963	12737	475
964	12751	462
965	12763	449
966	12776	435
967	12788	422
968	12801	409
969	12813	396
970	12825	383
971	12840	369
972	12851	356
973	12863	343
974	12875	330
975	12888	316
976	12900	303
977	12913	290
978	12929	277
979	12947	264
980	12964	251
981	12978	237
982	12993	224
983	13008	211
984	13038	198
985	13058	185
986	13072	172
987	13094	159
988	13106	145
989	13119	132
990	13131	119
991	13144	106
992	13156	92
993	13169	79
994	13184	66
995	13196	52
996	13209	39
997	13222	26
998	13234	13
999	13246	0
